case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16060-78208,INDIA,H-1B,VISA USA,Foster City,CA,139818,Bachelor's,ENGINEERING,6/27/2016,Certified
A-14318-25694,RUSSIA,H-1B,VISA USA,Foster City,CA,70429,Bachelor's,BUSINESS ADMINISTRATION,7/6/2016,Certified
A-16082-87649,CHINA,H-1B,VISA USA,Foster City,CA,121222,Master's,MATHEMATICS,7/13/2016,Certified
A-16099-95065,INDIA,H-1B,VISA USA,Foster City,CA,138362,Bachelor's,COMPUTER SCIENCE,7/21/2016,Certified
A-16125-05846,INDIA,H-1B,VISA USA,Foster City,CA,105789,Master's,COMPUTER SCIENCE,8/19/2016,Certified
A-16152-16320,INDIA,H-1B,VISA USA,Foster City,CA,121222,Bachelor's,INFORMATION TECHNOLOGY,8/22/2016,Certified
A-16130-07532,INDIA,H-1B,VISA USA,Foster City,CA,101308,Master's,COMPUTER SCIENCE,9/7/2016,Certified
A-16183-28847,INDIA,H-1B,VISA USA,Foster City,CA,110115,Master's,BUSINESS ADMINISTRATION,9/21/2016,Certified
A-16071-83381,TAIWAN,H-1B,Visbit Inc.,Sunnyvale,CA,119350,Master's,COMPUTER SCIENCE,7/27/2016,Certified
A-16029-67074,JORDAN,H-1B,"VISIA, LLC dba Technica Solutions",Dallas,TX,83616,Master's,MBA,6/17/2016,Certified
A-16131-07644,SWEDEN,H-1B,VISION CAPITAL AMERICAS LLC,New York,NY,147805,Master's,BUSINESS ADMINISTRATION,9/8/2016,Certified
A-16064-80213,INDIA,H-1B,"VISION INFORMATION TECHNOLOGIES, INC.",Detroit,MI,81682,Bachelor's,COMPUTER SCIENCE & ENGINEERING,7/5/2016,Certified
A-16090-90870,INDIA,H-1B,VISION IT SERVICES INC,Farmington Hills,MI,79539,Bachelor's,COMPUTER SCIENCE AND ENGINEERING,6/20/2016,Certified
A-16099-94653,INDIA,H-1B,VISION3 SOLUTIONS INC,Suwanee,GA,113235,Bachelor's,ELECTRICAL & ELECTRONICS ENGINEERING,7/21/2016,Certified
A-14282-14336,PAKISTAN,H-1B,VISIONET SYSTEMS INC,Dallas,TX,73174,Bachelor's,COMPUTER SCIENCE,7/5/2016,Certified
A-15261-19071,PAKISTAN,H-1B,VISIONET SYSTEMS INC,Chesterfield,MO,75525,Bachelor's,COMMERCE,7/5/2016,Certified
A-15261-19070,PAKISTAN,H-1B,VISIONET SYSTEMS INC,Chicago,IL,68931,Bachelor's,SOFTWARE ENGINEERING,7/5/2016,Certified
A-15286-27694,PAKISTAN,H-1B,VISIONET SYSTEMS INC,Mt. Laurel,NJ,69846,Bachelor's,SCIENCES,7/5/2016,Certified
A-13329-18580,PHILIPPINES,H-1B,"VISIONQWEST RESOURCE GROUP, INC. DBA VISIONQWEST ACCOUNTANCY GROUP",GLENDALE,CA,79602,Master's,MASTER OF BUSINESS ADMINISTRATION,6/20/2016,Denied
A-16062-79048,INDIA,H-1B,VISIONSOFT INTERNATIONAL INC,Lawrenceville,GA,97864,Bachelor's,SCIENCE,6/24/2016,Certified
A-16060-78090,INDIA,H-1B,VISIONSOFT INTERNATIONAL INC,Lawrenceville,GA,93371,Master's,COMPUTER SCIENCE (EVALUATED),6/27/2016,Certified
A-16057-77551,INDIA,H-1B,VISIONSOFT INTERNATIONAL INC,Lawrenceville,GA,93371,Master's,COMPUTER SCIENCE (EVALUATED),8/5/2016,Certified
A-16147-15086,INDIA,H-1B,VISIONSOFT INTERNATIONAL INC,Lawrenceville,GA,100422,Bachelor's,INFORMATION SYSTEMS AUDIT/ FINANCE,8/19/2016,Certified
A-16146-14296,INDIA,H-1B,"VISTANA VACATION OWNERSHIP, INC.",Orlando,FL,87214,Master's,ELECTICAL ENGINEERING,8/22/2016,Certified
A-15065-56782,INDIA,H-1B,"VISTRONIX, INC.",Reston,VA,125757,Bachelor's,ENGINEERING (ELECTRONICS AND COMMUNICATION),6/15/2016,Certified
A-16029-66732,INDIA,H-1B,VISUAL BI SOLUTIONS,Plano,TX,99258,Master's,TECHNOLOGY MANAGEMENT,8/16/2016,Certified
A-16015-62047,INDIA,H-1B,Visual Concepts Entertainment,Novato,CA,94162,Bachelor's,COMPUTER ENGINEERING,5/31/2016,Certified
A-16053-75415,INDIA,H-1B,"VISUAL CONSULTANTS, INC",New Hope,MN,78395,Bachelor's,COMPUTER SCIENCE,6/23/2016,Certified
A-16039-70465,INDIA,H-1B,Visual Graphic Systems Inc.,Carlstadt,NJ,72010,Bachelor's,COMPUTER SCIENCE,7/7/2016,Certified
A-16130-07084,INDIA,H-1B,"VISVERO, INC",Pittsburgh,PA,86528,Bachelor's,"BUSINESS ADMINISTRATION, COMMERCE",8/22/2016,Certified
A-16132-08651,CANADA,H-1B,VITUS ENERGY LLC,Anchorage,AK,105165,Bachelor's,INDUSTRIAL ENGINEERING - CONCENTRATION IN TRANSPORTATION (SHIPPING) MGT.,8/19/2016,Certified
A-16146-14731,KUWAIT,F-1,Viva Concepts LLC,Glendale,CA,48942,Bachelor's,LAW,6/23/2016,Withdrawn
A-16063-79752,SOUTH KOREA,J-1,"Viva You Fashion, Inc.",Los Angeles,CA,39312,Bachelor's,FASHION DESIGN,6/27/2016,Certified
A-16111-99529,INDIA,H-1B,"VIVERAE, INC.",Dallas,TX,98883,Master's,COMPUTER SCIENCE,8/18/2016,Certified
A-16159-18932,JAPAN,F-1,"VizQuest Ventures, LLC",Braintree,MA,140275,Master's,BUSINESS ADMINISTARTION,9/19/2016,Certified
A-16097-93605,INDIA,H-1B,VJ ASSOCIATES INC. OF SUFFOLK,HICKSVILLE,NY,75192,Master's,CIVIL ENGINEERING,7/21/2016,Certified
A-16166-21431,BAHAMAS,H-1B,"VJO Enterprises, Inc.",Winter Springs,FL,81910,Bachelor's,ELECTRONIC ENGINEERING,8/24/2016,Certified
A-15294-30816,INDIA,H-1B,"VLINK, INC.",South Windsor,CT,103272,Master's,INFORMATION TECHNOLOGY,6/7/2016,Withdrawn
A-16022-63943,INDIA,H-1B,"VLINK, INC.",South Windsor,CT,91062,Master's,TECHNOLOGY MANAGEMENT,6/16/2016,Certified
A-16141-12832,INDIA,H-1B,"VLINK, INC.",South Windsor,CT,94786,Bachelor's,COMPUTER SCIENCE,8/22/2016,Certified
A-16119-03183,INDIA,H-1B,"VLINK, INC.",South Windsor,CT,73757,Master's,ELECTRONIC MEDIA,8/22/2016,Certified
A-16076-85201,VENEZUELA,H-1B,"Vlocity, Inc.",San Francisco,CA,96866,Bachelor's,COMPUTER ENGINEERING,9/19/2016,Certified
A-16019-62384,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,119350,Master's,COMPUTING STUDIES,6/1/2016,Certified
A-16028-66640,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,120349,Master's,INFORMATION NETWORKING,6/2/2016,Certified
A-16022-64153,TAIWAN,H-1B,"VMWARE, INC.",Palo Alto,CA,139070,Master's,BUSINESS ADMINISTRATION (MBA),6/2/2016,Certified
A-16035-69234,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,69805,Bachelor's,TECHNOLOGY,6/8/2016,Certified
A-16049-74437,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Bachelor's,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-73928,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Master's,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-74042,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Doctorate,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-74067,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Doctorate,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-73838,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-73861,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,6/10/2016,Certified
A-16048-73803,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Bachelor's,COMPUTER SCIENCE,6/13/2016,Certified
A-16048-73857,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Master's,COMPUTER SCIENCE,6/13/2016,Certified
A-16049-74526,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,108493,Bachelor's,ELECTRICAL ENGINEERING,6/14/2016,Certified
A-15261-19005,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,INFORMATION,6/14/2016,Certified
A-16005-56991,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,184122,Bachelor's,ELECTRONICS ENGINEERING,6/15/2016,Certified
A-15348-50161,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,89149,Bachelor's,COMPUTER INFORMATION SYSTEMS,6/15/2016,Certified
A-15286-27628,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,6/15/2016,Certified
A-15286-27668,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,98342,Bachelor's,INFORMATION TECHNOLOGY,6/15/2016,Certified
A-15286-27682,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,INFORMATION AND COMPUTER SCIENCE,6/15/2016,Certified
A-15314-37909,GERMANY,H-1B,"VMWARE, INC.",Bellevue,WA,99466,Doctorate,COMPUTER SCIENCE,6/15/2016,Certified
A-15365-56047,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Bachelor's,ELECTRICAL ENGINEERING,6/15/2016,Certified
A-16006-57832,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,ELECTRICAL ENGINEERING,6/15/2016,Certified
A-15343-48557,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Bachelor's,COMPUTER SCIENCE,6/16/2016,Certified
A-15350-51250,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,6/16/2016,Certified
A-16011-59360,SOUTH KOREA,H-1B,"VMWARE, INC.",Palo Alto,CA,155542,Master's,BUSINESS ADMINISTRATION,6/17/2016,Certified
A-16145-13746,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,124758,Bachelor's,INFORMATION TECHNOLOGY,6/17/2016,Withdrawn
A-15351-51889,ISRAEL,H-1B,"VMWARE, INC.",Palo Alto,CA,89024,Doctorate,COMPUTER SCIENCE,6/17/2016,Certified
A-16013-60543,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,INFORMATION SYSTEMS MANAGEMENT,6/17/2016,Certified
A-16012-59842,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,98342,Bachelor's,COMPUTER SCIENCE,6/17/2016,Certified
A-15351-51800,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,BUSINESS ADMINISTRATION,6/17/2016,Certified
A-16019-62394,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,120349,Master's,COMPUTER SCIENCE AND ENGINEERING,6/20/2016,Certified
A-16076-85109,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Master's,COMPUTER ENGINEERING,6/20/2016,Certified
A-16078-86273,ALBANIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,INFORMATION TECHNOLOGY,6/20/2016,Certified
A-16078-86478,RUSSIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,6/20/2016,Certified
A-16019-62464,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,118830,Master's,COMPUTER SCIENCE,6/21/2016,Certified
A-16048-73735,INDIA,H-1B,"VMWARE, INC.",Bellevue,WA,55682,Master's,SOFTWARE ENGINEERING,6/23/2016,Certified
A-15226-08562,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,7/6/2016,Certified
A-16068-81547,CANADA,H-1B,"VMWARE, INC.",Palo Alto,CA,98342,Bachelor's,COMPUTER SCIENCE,7/8/2016,Certified
A-16069-82357,INDONESIA,H-1B,"VMWARE, INC.",Austin,TX,64002,Master's,INDUSTRIAL AND OPERATIONS ENGINEERING,7/11/2016,Certified
A-16064-80443,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,ELECTRICAL ENGINEERING,7/12/2016,Certified
A-16082-87590,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,138403,Master's,INFORMATION SYSTEMS,7/13/2016,Certified
A-16081-87140,CANADA,H-1B,"VMWARE, INC.",Burlington,MA,116272,Bachelor's,SOFTWARE ENGINEERING,7/13/2016,Certified
A-16082-87662,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,104187,Bachelor's,ELECTRONICS ENGINEERING,7/13/2016,Certified
A-16081-87017,INDIA,H-1B,"VMWARE, INC.",Cambridge,MA,99195,Master's,COMPUTER SCIENCE,7/14/2016,Certified
A-16084-88610,RUSSIA,H-1B,"VMWARE, INC.",San Francisco,CA,96866,Master's,COMPUTER SCIENCE,7/19/2016,Certified
A-16098-94499,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,184122,Master's,INFORMATION NETWORKING,7/21/2016,Certified
A-16112-00600,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,120349,Master's,SOFTWARE ENGINEERING,7/26/2016,Certified
A-15272-23041,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,7/27/2016,Certified
A-16081-87074,INDIA,H-1B,"VMWARE, INC.",Burlington,MA,99195,Master's,COMPUTER SCIENCE,8/16/2016,Certified
A-16076-85277,INDIA,H-1B,"VMWARE, INC.",New York,NY,215405,Master's,BUSINESS ADMINISTRATION (MBA),8/19/2016,Certified
A-16131-08032,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16099-94881,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16099-95014,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Bachelor's,COMPUTER SCIENCE,8/22/2016,Certified
A-16131-07710,FRANCE,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16131-07748,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16131-07804,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,SOFTWARE ENGINEERING,8/22/2016,Certified
A-16136-10210,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16099-95059,TURKEY,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER ENGINEERING,8/22/2016,Certified
A-16148-15369,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,142376,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16112-00610,INDIA,F-1,"VMWARE, INC.",PALO ALTO,CA,120349,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16225-41918,ROMANIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,SOFTWARE ENGINEERING,8/22/2016,Withdrawn
A-16141-12713,VIETNAM,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Doctorate,COMPUTER SCIENCE AND INFORMATION SYSTEMS,8/22/2016,Certified
A-16131-07637,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16133-09264,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16137-10323,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16132-08587,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16132-08643,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16132-08707,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,8/22/2016,Certified
A-16137-10539,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,8/23/2016,Certified
A-16137-10606,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER INFORMATION SYSTEMS,8/23/2016,Certified
A-16162-20548,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,124758,Bachelor's,INFORMATION TECHNOLOGY,8/26/2016,Certified
A-16165-20999,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,89149,Master's,INFORMATION SYSTEMS,8/26/2016,Certified
A-16063-80016,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/26/2016,Certified
A-16133-08996,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,8/26/2016,Certified
A-16081-86949,INDIA,H-1B,"VMWARE, INC.",Bellevue,WA,101088,Master's,COMPUTER SCIENCE,8/26/2016,Certified
A-16165-20829,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,138403,Master's,INFORMATION NETWORKING,8/26/2016,Certified
A-16074-84162,BRAZIL,H-1B,"VMWARE, INC.",San Francisco,CA,84302,None,,8/26/2016,Certified
A-16081-86855,INDIA,H-1B,"VMWARE, INC.",Bellevue,WA,71032,Bachelor's,COMPUTER SCIENCE,8/26/2016,Certified
A-16144-13204,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,138403,Bachelor's,ENGINEERING,8/29/2016,Certified
A-16145-13905,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,138403,Master's,COMPUTER INFORMATION SYSTEMS,8/29/2016,Certified
A-16145-13860,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,89149,Bachelor's,ENGINEERING,9/9/2016,Certified
A-16144-13492,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,WEB DESIGN AND NEW MEDIA,9/9/2016,Certified
A-16144-13255,POLAND,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,None,,9/9/2016,Certified
A-16145-13912,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Bachelor's,ELECTRONICS ENGINEERING,9/21/2016,Certified
A-16131-07891,CHINA,H-1B,"VMWARE, INC.",Palo Alto,CA,119350,Master's,COMPUTER SCIENCE,9/21/2016,Certified
A-16144-13327,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,138403,Bachelor's,INFORMATION TECHNOLOGY,9/21/2016,Certified
A-16099-94685,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,120349,Master's,COMPUTER SCIENCE,9/22/2016,Certified
A-16112-00619,INDIA,H-1B,"VMWARE, INC.",PALO ALTO,CA,119350,Master's,COMPUTER SCIENCE,9/22/2016,Certified
A-16166-21395,INDIA,H-1B,"VMWARE, INC.",Palo Alto,CA,89149,Bachelor's,ELECTRICAL ENGINEERING,9/23/2016,Certified
A-16127-06770,TAIWAN,H-1B,VOA ASSOCIATES INCORPORATED,New York,NY,69992,Master's,ADVANCED ARCHITECTURAL DESIGN,9/7/2016,Certified
A-15294-31024,CHINA,H-1B,"Vobile, Inc.",Santa Clara,CA,87131,Master's,LEADERSHIP/MANAGEMENT,6/20/2016,Certified
A-16102-95488,INDIA,H-1B,"Vocareum, Inc.",San Jose,CA,164382,Bachelor's,COMPUTER ENGINEERING,8/19/2016,Certified
A-16104-96782,PAKISTAN,H-1B,"VOCERA COMMUNICATIONS, INC.",San Jose,CA,138403,Bachelor's,COMPUTER SCIENCE,7/21/2016,Certified
A-15335-45272,NEPAL,F-1,Voice4net,Lewisville,TX,45011,Bachelor's,COMPUTER SCIENCE,8/24/2016,Certified
A-16141-12995,CANADA,H-1B,"VOICEBOX TECHNOLOGIES, INC.",BELLEVUE,WA,111254,Master's,COMBINATORICS AND OPTIMIZATION,8/19/2016,Certified
A-16061-78564,TAIWAN,H-1B,"VOLANT HOLDING, LLC",NEW YORK,NY,113693,Master's,COMPUTER SCIENCE,6/24/2016,Certified
A-16138-11079,CHINA,H-1B,"VOLK Flow Controls, Inc",Houston,TX,101192,Master's,MASTER OF SCIENCE IN ENGINEERING,8/19/2016,Certified
A-16057-77295,INDIA,H-1B,VOLKE CONSULTING LTD.,Greer,SC,107557,Master's,COMPUTER SCIENCE,6/22/2016,Certified
A-16099-94781,SOUTH KOREA,H-1B,VOLKSWAGEN OF AMERICA,Santa Monica,CA,75109,Bachelor's,TRANSPORTATION DESIGN,7/22/2016,Certified
A-16054-76031,INDIA,H-1B,VOLMAR CONSTRUCTION INC.,BROOKLYN,NY,65354,Master's,CIVIL ENGINEERING,6/13/2016,Certified
A-16048-74037,INDIA,H-1B,VOLT MANAGEMENT CORP.,San Diego,CA,122803,Bachelor's,COMPUTER ENGINEERING,6/10/2016,Certified
A-16098-94248,NEPAL,H-1B,VOLT MANAGEMENT CORP.,Mossville,IL,69451,Bachelor's,ELECTRICAL ENGINEERING,7/22/2016,Certified
A-16097-93531,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,94765,Master's,BUSINESS ADMINISTRATION,7/18/2016,Certified
A-16096-93066,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,94765,Master's,BUSINESS ADMINISTRATION,7/18/2016,Certified
A-16105-97399,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,113880,Master's,MANAGEMENT INFORMATION SYSTEMS,7/29/2016,Withdrawn
A-16109-98536,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,100152,Master's,COMPUTER APPLICATIONS,8/19/2016,Certified
A-16109-98286,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,100152,Master's,COMPUTER SCIENCE,8/19/2016,Certified
A-16109-98586,INDIA,H-1B,"VOLUSION, INC.",Austin,TX,113880,Master's,APPLIED COMPUTER SCIENCE,8/22/2016,Certified
A-16028-66353,INDIA,H-1B,VORTALSOFT INC,Somerset,NJ,123490,Bachelor's,"PHYSICS, MATHEMATICS AND COMPUTER SCIENCE",6/8/2016,Certified
A-16061-78600,INDIA,H-1B,VORTALSOFT INC,Somerset,NJ,123490,Bachelor's,BACHELOR OF ENGINEERING - INFORMATION SCIENCE & ENGINEERING,6/27/2016,Certified
A-16029-66833,INDIA,H-1B,VORTALSOFT INC,Somerset,NJ,180357,Master's,COMPUTER APPLICATIONS,9/15/2016,Denied
A-16266-55163,INDIA,H-1B,VOXAI SOLUTIONS INC,Coppell,TX,115794,Master's,COMPUTER SCIENCE,9/25/2016,Withdrawn
A-16068-81727,PAKISTAN,H-1B,"Voya Institutional Plan Services, LLC",Windsor,CT,103272,Bachelor's,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,7/1/2016,Certified
A-16132-08445,INDIA,H-1B,"Voya Institutional Plan Services, LLC",Windsor,CT,109678,Bachelor's,COMPUTER SCIENCE,8/19/2016,Certified
A-16032-67711,MEXICO,H-1B,"Voya Investment Management, LLC",New York,NY,45906,Master's,BUSINESS,6/6/2016,Certified
A-16139-11645,INDIA,H-1B,Voya Retirement Insurance and Annuity Company,Braintree,MA,74402,Bachelor's,COMPUTER SCIENCE,8/19/2016,Certified
A-16138-10895,INDIA,F-1,VSLN International Inc,JERSEY CITY,NJ,77272,Master's,ELECTRICAL & COMPUTER ENGINEERING,8/26/2016,Certified
A-16137-10359,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,54018,Master's,COMPTUER NETWORKING,6/7/2016,Withdrawn
A-16091-91333,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,INFORMATION SYSTEMS,6/17/2016,Certified
A-15315-38114,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,84906,Bachelor's,COMPUTER APPLICATIONS,6/20/2016,Certified
A-16067-80869,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Bachelor's,ELECTRONICS AND COMMUNICATIONS ENGINEER,6/28/2016,Certified
A-16076-85065,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,ELECTRICAL ENGINEERING,6/28/2016,Certified
A-16084-88603,NEPAL,F-1,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,INFORMATION SYSTEMS TECHNOLOGIES,6/28/2016,Certified
A-16071-83228,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Bachelor's,TECHNOLOGY,6/28/2016,Certified
A-16067-81012,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,ENGINEERING,6/28/2016,Certified
A-16067-81250,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,6/28/2016,Certified
A-16068-81487,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER APPLICATIONS,6/28/2016,Certified
A-16076-84965,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,INFORMATION TECHNOLOGY,6/28/2016,Certified
A-16084-88655,INDIA,F-1,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,SOFTWARE ENGINEERING,6/28/2016,Certified
A-16084-88690,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,BUSINESS ADMINISTRATION,6/28/2016,Certified
A-16085-89217,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,ENGINEERING,6/28/2016,Certified
A-16084-88531,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Bachelor's,TECHNOLOGY,6/28/2016,Certified
A-16067-80953,NEPAL,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,85675,Master's,ELECTRICAL ENGINEERING,6/28/2016,Certified
A-16085-89148,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,85675,Bachelor's,TECHNOLOGY IN INFORMATION TECHNOLOGY,6/28/2016,Certified
A-16085-89239,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,65395,Master's,COMPUTER ENGINEERING,6/28/2016,Certified
A-16180-26795,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,87318,Master's,COMPUTER ENGINEERING,6/29/2016,Withdrawn
A-16085-89181,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Master's,INFORMATION SCIENCE AND TECHNOLOGY,7/13/2016,Certified
A-16091-91506,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,65395,Master's,ELECTRICAL ENGINEERING,7/15/2016,Certified
A-16091-91375,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,68453,Bachelor's,ELECTRONICS & COMMUNICATION ENGINEERING,7/18/2016,Certified
A-16092-91737,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER SCIENCE,7/20/2016,Certified
A-16092-91755,INDIA,H-1B,"V-SOFT CONSULTING GROUP, INC.",Louisville,KY,74110,Master's,COMPUTER SCIENCE,7/20/2016,Certified
